,sales,date,region
1515,1515.0,2020-12-06,west
1540,1509.0,2020-12-07,north
1541,1545.0,2020-12-07,south
1542,1596.0,2020-12-07,east
1543,1671.0,2020-12-07,west
1568,1686.0,2020-12-08,north
1569,1785.0,2020-12-08,south
1570,1800.0,2020-12-08,east
1571,1590.0,2020-12-08,west
1596,1788.0,2020-12-09,north
1597,1788.0,2020-12-09,south
1598,1584.0,2020-12-09,east
1599,1665.0,2020-12-09,west
1624,1620.0,2020-12-10,north
1625,1725.0,2020-12-10,south
1626,1569.0,2020-12-10,east
1627,1533.0,2020-12-10,west
1652,1503.0,2020-12-11,north
1653,1713.0,2020-12-11,south
1654,1650.0,2020-12-11,east
1655,1776.0,2020-12-11,west
1680,1629.0,2020-12-12,north
1681,1662.0,2020-12-12,south
1682,1623.0,2020-12-12,east
1683,1590.0,2020-12-12,west
1708,1650.0,2020-12-13,north
1709,1647.0,2020-12-13,south
1710,1683.0,2020-12-13,east
1711,1530.0,2020-12-13,west
1736,1746.0,2020-12-14,north
1737,1551.0,2020-12-14,south
1738,1548.0,2020-12-14,east
1739,1767.0,2020-12-14,west
1764,1785.0,2020-12-15,north
1765,1734.0,2020-12-15,south
1766,1578.0,2020-12-15,east
1767,1596.0,2020-12-15,west
1792,1779.0,2020-12-16,north
1793,1770.0,2020-12-16,south
1794,1581.0,2020-12-16,east
1795,1614.0,2020-12-16,west
1820,1506.0,2020-12-17,north
1821,1533.0,2020-12-17,south
1822,1677.0,2020-12-17,east
1823,1737.0,2020-12-17,west
1848,1635.0,2020-12-18,north
1849,1800.0,2020-12-18,south
1850,1794.0,2020-12-18,east
1851,1653.0,2020-12-18,west
1876,1719.0,2020-12-19,north
1877,1674.0,2020-12-19,south
1878,1575.0,2020-12-19,east
1879,1650.0,2020-12-19,west
1904,1707.0,2020-12-20,north
1905,1692.0,2020-12-20,south
1906,1614.0,2020-12-20,east
1907,1563.0,2020-12-20,west
1932,1575.0,2020-12-21,north
1933,1506.0,2020-12-21,south
1934,1599.0,2020-12-21,east
1935,1686.0,2020-12-21,west
1960,1518.0,2020-12-22,north
1961,1677.0,2020-12-22,south
1962,1722.0,2020-12-22,east
1963,1566.0,2020-12-22,west
1988,1677.0,2020-12-23,north
1989,1542.0,2020-12-23,south
1990,1785.0,2020-12-23,east
1991,1671.0,2020-12-23,west
2016,1725.0,2020-12-24,north
2017,1506.0,2020-12-24,south
2018,1563.0,2020-12-24,east
2019,1668.0,2020-12-24,west
2044,1782.0,2020-12-25,north
2045,1557.0,2020-12-25,south
2046,1797.0,2020-12-25,east
2047,1563.0,2020-12-25,west
2072,1554.0,2020-12-26,north
2073,1650.0,2020-12-26,south
2074,1698.0,2020-12-26,east
2075,1737.0,2020-12-26,west
2100,1770.0,2020-12-27,north
2101,1734.0,2020-12-27,south
2102,1770.0,2020-12-27,east
2103,1524.0,2020-12-27,west
2128,1725.0,2020-12-28,north
2129,1536.0,2020-12-28,south
2130,1758.0,2020-12-28,east
2131,1683.0,2020-12-28,west
2156,1518.0,2020-12-29,north
2157,1677.0,2020-12-29,south
2158,1614.0,2020-12-29,east
2159,1767.0,2020-12-29,west
2184,1524.0,2020-12-30,north
2185,1530.0,2020-12-30,south
2186,1584.0,2020-12-30,east
2187,1791.0,2020-12-30,west
2212,1740.0,2020-12-31,north
2213,1698.0,2020-12-31,south
2214,1770.0,2020-12-31,east
2215,1650.0,2020-12-31,west
2240,1536.0,2021-01-01,north
2241,1542.0,2021-01-01,south
2242,1671.0,2021-01-01,east
2243,1752.0,2021-01-01,west
2268,1794.0,2021-01-02,north
2269,1620.0,2021-01-02,south
2270,1584.0,2021-01-02,east
2271,1503.0,2021-01-02,west
2296,1758.0,2021-01-03,north
2297,1578.0,2021-01-03,south
2298,1677.0,2021-01-03,east
2299,1722.0,2021-01-03,west
2324,1590.0,2021-01-04,north
2325,1785.0,2021-01-04,south
2326,1731.0,2021-01-04,east
2327,1686.0,2021-01-04,west
2352,1536.0,2021-01-05,north
2353,1578.0,2021-01-05,south
2354,1683.0,2021-01-05,east
2355,1608.0,2021-01-05,west
2380,1743.0,2021-01-06,north
2381,1743.0,2021-01-06,south
2382,1638.0,2021-01-06,east
2383,1788.0,2021-01-06,west
2408,1716.0,2021-01-07,north
2409,1602.0,2021-01-07,south
2410,1596.0,2021-01-07,east
2411,1797.0,2021-01-07,west
2436,1662.0,2021-01-08,north
2437,1668.0,2021-01-08,south
2438,1662.0,2021-01-08,east
2439,1521.0,2021-01-08,west
2464,1563.0,2021-01-09,north
2465,1647.0,2021-01-09,south
2466,1743.0,2021-01-09,east
2467,1653.0,2021-01-09,west
2492,1731.0,2021-01-10,north
2493,1608.0,2021-01-10,south
2494,1512.0,2021-01-10,east
2495,1545.0,2021-01-10,west
2520,1740.0,2021-01-11,north
2521,1611.0,2021-01-11,south
2522,1536.0,2021-01-11,east
2523,1626.0,2021-01-11,west
2548,1614.0,2021-01-12,north
2549,1572.0,2021-01-12,south
2550,1539.0,2021-01-12,east
2551,1605.0,2021-01-12,west
2576,1545.0,2021-01-13,north
2577,1542.0,2021-01-13,south
2578,1779.0,2021-01-13,east
2579,1680.0,2021-01-13,west
2604,1701.0,2021-01-14,north
2605,1677.0,2021-01-14,south
2606,1614.0,2021-01-14,east
2607,1590.0,2021-01-14,west
2632,2025.0,2021-01-15,north
2633,2195.0,2021-01-15,south
2634,2180.0,2021-01-15,east
2635,2395.0,2021-01-15,west
2660,2110.0,2021-01-16,north
2661,2145.0,2021-01-16,south
2662,2340.0,2021-01-16,east
2663,2390.0,2021-01-16,west
2688,2475.0,2021-01-17,north
2689,2320.0,2021-01-17,south
2690,2105.0,2021-01-17,east
2691,2090.0,2021-01-17,west
2716,2050.0,2021-01-18,north
2717,2410.0,2021-01-18,south
2718,2125.0,2021-01-18,east
2719,2325.0,2021-01-18,west
2744,2335.0,2021-01-19,north
2745,2105.0,2021-01-19,south
2746,2340.0,2021-01-19,east
2747,2420.0,2021-01-19,west
2772,2415.0,2021-01-20,north
2773,2495.0,2021-01-20,south
2774,2070.0,2021-01-20,east
2775,2405.0,2021-01-20,west
2800,2090.0,2021-01-21,north
2801,2145.0,2021-01-21,south
2802,2245.0,2021-01-21,east
2803,2330.0,2021-01-21,west
2828,2460.0,2021-01-22,north
2829,2230.0,2021-01-22,south
2830,2010.0,2021-01-22,east
2831,2380.0,2021-01-22,west
2856,2025.0,2021-01-23,north
2857,2085.0,2021-01-23,south
2858,2420.0,2021-01-23,east
2859,2175.0,2021-01-23,west
2884,2015.0,2021-01-24,north
2885,2445.0,2021-01-24,south
2886,2255.0,2021-01-24,east
2887,2085.0,2021-01-24,west
2912,2210.0,2021-01-25,north
2913,2145.0,2021-01-25,south
2914,2200.0,2021-01-25,east
2915,2160.0,2021-01-25,west
2940,2050.0,2021-01-26,north
2941,2280.0,2021-01-26,south
2942,2165.0,2021-01-26,east
2943,2345.0,2021-01-26,west
2968,2000.0,2021-01-27,north
2969,2010.0,2021-01-27,south
2970,2060.0,2021-01-27,east
2971,2020.0,2021-01-27,west
2996,2140.0,2021-01-28,north
2997,2310.0,2021-01-28,south
2998,2285.0,2021-01-28,east
2999,2005.0,2021-01-28,west
3024,2295.0,2021-01-29,north
3025,2195.0,2021-01-29,south
3026,2465.0,2021-01-29,east
3027,2095.0,2021-01-29,west
3052,2400.0,2021-01-30,north
3053,2290.0,2021-01-30,south
3054,2370.0,2021-01-30,east
3055,2165.0,2021-01-30,west
3080,2430.0,2021-01-31,north
3081,2260.0,2021-01-31,south
3082,2215.0,2021-01-31,east
3083,2145.0,2021-01-31,west
3108,2350.0,2021-02-01,north
3109,2180.0,2021-02-01,south
3110,2290.0,2021-02-01,east
3111,2115.0,2021-02-01,west
3136,2315.0,2021-02-02,north
3137,2100.0,2021-02-02,south
3138,2430.0,2021-02-02,east
3139,2215.0,2021-02-02,west
3164,2000.0,2021-02-03,north
3165,2355.0,2021-02-03,south
3166,2110.0,2021-02-03,east
3167,2240.0,2021-02-03,west
3192,2380.0,2021-02-04,north
3193,2305.0,2021-02-04,south
3194,2300.0,2021-02-04,east
3195,2120.0,2021-02-04,west
3220,2185.0,2021-02-05,north
3221,2295.0,2021-02-05,south
3222,2215.0,2021-02-05,east
3223,2050.0,2021-02-05,west
3248,2225.0,2021-02-06,north
3249,2405.0,2021-02-06,south
3250,2095.0,2021-02-06,east
3251,2200.0,2021-02-06,west
3276,2070.0,2021-02-07,north
3277,2065.0,2021-02-07,south
3278,2080.0,2021-02-07,east
3279,2010.0,2021-02-07,west
3304,2395.0,2021-02-08,north
3305,2345.0,2021-02-08,south
3306,2085.0,2021-02-08,east
3307,2250.0,2021-02-08,west
3332,2045.0,2021-02-09,north
3333,2345.0,2021-02-09,south
3334,2455.0,2021-02-09,east
3335,2260.0,2021-02-09,west
3360,2130.0,2021-02-10,north
3361,2035.0,2021-02-10,south
3362,2045.0,2021-02-10,east
3363,2145.0,2021-02-10,west
3388,2320.0,2021-02-11,north
3389,2350.0,2021-02-11,south
3390,2085.0,2021-02-11,east
3391,2160.0,2021-02-11,west
3416,2375.0,2021-02-12,north
3417,2230.0,2021-02-12,south
3418,2230.0,2021-02-12,east
3419,2130.0,2021-02-12,west
3444,2425.0,2021-02-13,north
3445,2465.0,2021-02-13,south
3446,2105.0,2021-02-13,east
3447,2485.0,2021-02-13,west
3472,2340.0,2021-02-14,north
3473,2240.0,2021-02-14,south
3474,2285.0,2021-02-14,east
3475,2375.0,2021-02-14,west
3500,2110.0,2021-02-15,north
3501,2325.0,2021-02-15,south
3502,2265.0,2021-02-15,east
3503,2175.0,2021-02-15,west
3528,2295.0,2021-02-16,north
3529,2250.0,2021-02-16,south
3530,2180.0,2021-02-16,east
3531,2465.0,2021-02-16,west
3556,2380.0,2021-02-17,north
3557,2130.0,2021-02-17,south
3558,2350.0,2021-02-17,east
3559,2470.0,2021-02-17,west
3584,2005.0,2021-02-18,north
3585,2125.0,2021-02-18,south
3586,2480.0,2021-02-18,east
3587,2240.0,2021-02-18,west
3612,2125.0,2021-02-19,north
3613,2425.0,2021-02-19,south
3614,2050.0,2021-02-19,east
3615,2045.0,2021-02-19,west
3640,2260.0,2021-02-20,north
3641,2105.0,2021-02-20,south
3642,2420.0,2021-02-20,east
3643,2400.0,2021-02-20,west
3668,2345.0,2021-02-21,north
3669,2040.0,2021-02-21,south
3670,2170.0,2021-02-21,east
3671,2445.0,2021-02-21,west
3696,2145.0,2021-02-22,north
3697,2050.0,2021-02-22,south
3698,2200.0,2021-02-22,east
3699,2140.0,2021-02-22,west
3724,2490.0,2021-02-23,north
3725,2370.0,2021-02-23,south
3726,2055.0,2021-02-23,east
3727,2380.0,2021-02-23,west
3752,2330.0,2021-02-24,north
3753,2420.0,2021-02-24,south
3754,2235.0,2021-02-24,east
3755,2045.0,2021-02-24,west
3780,2205.0,2021-02-25,north
3781,2065.0,2021-02-25,south
3782,2300.0,2021-02-25,east
3783,2035.0,2021-02-25,west
3808,2455.0,2021-02-26,north
3809,2350.0,2021-02-26,south
3810,2270.0,2021-02-26,east
3811,2315.0,2021-02-26,west
3836,2000.0,2021-02-27,north
3837,2305.0,2021-02-27,south
3838,2150.0,2021-02-27,east
3839,2305.0,2021-02-27,west
3864,2145.0,2021-02-28,north
3865,2155.0,2021-02-28,south
3866,2290.0,2021-02-28,east
3867,2155.0,2021-02-28,west
3892,2360.0,2021-03-01,north
3893,2430.0,2021-03-01,south
3894,2185.0,2021-03-01,east
3895,2245.0,2021-03-01,west
3920,2370.0,2021-03-02,north
3921,2300.0,2021-03-02,south
3922,2215.0,2021-03-02,east
3923,2225.0,2021-03-02,west
3948,2405.0,2021-03-03,north
3949,2000.0,2021-03-03,south
3950,2025.0,2021-03-03,east
3951,2380.0,2021-03-03,west
3976,2390.0,2021-03-04,north
3977,2335.0,2021-03-04,south
3978,2205.0,2021-03-04,east
3979,2035.0,2021-03-04,west
4004,2080.0,2021-03-05,north
4005,2340.0,2021-03-05,south
4006,2045.0,2021-03-05,east
4007,2005.0,2021-03-05,west
4032,2075.0,2021-03-06,north
4033,2190.0,2021-03-06,south
4034,2305.0,2021-03-06,east
4035,2190.0,2021-03-06,west
4060,2220.0,2021-03-07,north
4061,2025.0,2021-03-07,south
4062,2350.0,2021-03-07,east
4063,2425.0,2021-03-07,west
4088,2170.0,2021-03-08,north
4089,2095.0,2021-03-08,south
4090,2475.0,2021-03-08,east
4091,2395.0,2021-03-08,west
4116,2380.0,2021-03-09,north
4117,2000.0,2021-03-09,south
4118,2180.0,2021-03-09,east
4119,2365.0,2021-03-09,west
4144,2380.0,2021-03-10,north
4145,2320.0,2021-03-10,south
4146,2005.0,2021-03-10,east
4147,2270.0,2021-03-10,west
4172,2005.0,2021-03-11,north
4173,2410.0,2021-03-11,south
4174,2065.0,2021-03-11,east
4175,2170.0,2021-03-11,west
4200,2175.0,2021-03-12,north
4201,2310.0,2021-03-12,south
4202,2490.0,2021-03-12,east
4203,2400.0,2021-03-12,west
4228,2065.0,2021-03-13,north
4229,2165.0,2021-03-13,south
4230,2305.0,2021-03-13,east
4231,2100.0,2021-03-13,west
4256,2245.0,2021-03-14,north
4257,2365.0,2021-03-14,south
4258,2300.0,2021-03-14,east
4259,2340.0,2021-03-14,west
4284,2330.0,2021-03-15,north
4285,2445.0,2021-03-15,south
4286,2390.0,2021-03-15,east
4287,2210.0,2021-03-15,west
4312,2365.0,2021-03-16,north
4313,2500.0,2021-03-16,south
4314,2235.0,2021-03-16,east
4315,2480.0,2021-03-16,west
4340,2065.0,2021-03-17,north
4341,2325.0,2021-03-17,south
4342,2480.0,2021-03-17,east
4343,2265.0,2021-03-17,west
4368,2440.0,2021-03-18,north
4369,2020.0,2021-03-18,south
4370,2115.0,2021-03-18,east
4371,2075.0,2021-03-18,west
4396,2035.0,2021-03-19,north
4397,2495.0,2021-03-19,south
4398,2340.0,2021-03-19,east
4399,2220.0,2021-03-19,west
4424,2380.0,2021-03-20,north
4425,2360.0,2021-03-20,south
4426,2325.0,2021-03-20,east
4427,2340.0,2021-03-20,west
4452,2300.0,2021-03-21,north
4453,2030.0,2021-03-21,south
4454,2110.0,2021-03-21,east
4455,2490.0,2021-03-21,west
4480,2420.0,2021-03-22,north
4481,2030.0,2021-03-22,south
4482,2450.0,2021-03-22,east
4483,2315.0,2021-03-22,west
4508,2470.0,2021-03-23,north
4509,2240.0,2021-03-23,south
4510,2155.0,2021-03-23,east
4511,2005.0,2021-03-23,west
4536,2005.0,2021-03-24,north
4537,2075.0,2021-03-24,south
4538,2080.0,2021-03-24,east
4539,2395.0,2021-03-24,west
4564,2435.0,2021-03-25,north
4565,2055.0,2021-03-25,south
4566,2130.0,2021-03-25,east
4567,2365.0,2021-03-25,west
4592,2320.0,2021-03-26,north
4593,2325.0,2021-03-26,south
4594,2210.0,2021-03-26,east
4595,2225.0,2021-03-26,west
4620,2465.0,2021-03-27,north
4621,2175.0,2021-03-27,south
4622,2145.0,2021-03-27,east
4623,2085.0,2021-03-27,west
4648,2310.0,2021-03-28,north
4649,2070.0,2021-03-28,south
4650,2355.0,2021-03-28,east
4651,2410.0,2021-03-28,west
4676,2475.0,2021-03-29,north
4677,2005.0,2021-03-29,south
4678,2025.0,2021-03-29,east
4679,2265.0,2021-03-29,west
4704,2090.0,2021-03-30,north
4705,2390.0,2021-03-30,south
4706,2410.0,2021-03-30,east
4707,2035.0,2021-03-30,west
4732,2475.0,2021-03-31,north
4733,2135.0,2021-03-31,south
4734,2440.0,2021-03-31,east
4735,2105.0,2021-03-31,west
4760,2405.0,2021-04-01,north
4761,2000.0,2021-04-01,south
4762,2480.0,2021-04-01,east
4763,2495.0,2021-04-01,west
4788,2260.0,2021-04-02,north
4789,2100.0,2021-04-02,south
4790,2480.0,2021-04-02,east
4791,2325.0,2021-04-02,west
4816,2345.0,2021-04-03,north
4817,2005.0,2021-04-03,south
4818,2175.0,2021-04-03,east
4819,2330.0,2021-04-03,west
4844,2480.0,2021-04-04,north
4845,2455.0,2021-04-04,south
4846,2165.0,2021-04-04,east
4847,2355.0,2021-04-04,west
4872,2270.0,2021-04-05,north
4873,2415.0,2021-04-05,south
4874,2150.0,2021-04-05,east
4875,2215.0,2021-04-05,west
4900,2440.0,2021-04-06,north
4901,2435.0,2021-04-06,south
4902,2255.0,2021-04-06,east
4903,2260.0,2021-04-06,west
4928,2020.0,2021-04-07,north
4929,2125.0,2021-04-07,south
4930,2120.0,2021-04-07,east
4931,2070.0,2021-04-07,west
4956,2135.0,2021-04-08,north
4957,2050.0,2021-04-08,south
4958,2400.0,2021-04-08,east
4959,2040.0,2021-04-08,west
4984,2265.0,2021-04-09,north
4985,2340.0,2021-04-09,south
4986,2245.0,2021-04-09,east
4987,2450.0,2021-04-09,west
5012,2385.0,2021-04-10,north
5013,2255.0,2021-04-10,south
5014,2065.0,2021-04-10,east
5015,2295.0,2021-04-10,west
5040,2415.0,2021-04-11,north
5041,2355.0,2021-04-11,south
5042,2425.0,2021-04-11,east
5043,2150.0,2021-04-11,west
5068,2285.0,2021-04-12,north
5069,2315.0,2021-04-12,south
5070,2080.0,2021-04-12,east
5071,2305.0,2021-04-12,west
5096,2115.0,2021-04-13,north
5097,2380.0,2021-04-13,south
5098,2195.0,2021-04-13,east
5099,2325.0,2021-04-13,west
5124,2045.0,2021-04-14,north
5125,2370.0,2021-04-14,south
5126,2485.0,2021-04-14,east
5127,2085.0,2021-04-14,west
5152,2185.0,2021-04-15,north
5153,2275.0,2021-04-15,south
5154,2050.0,2021-04-15,east
5155,2320.0,2021-04-15,west
5180,2335.0,2021-04-16,north
5181,2415.0,2021-04-16,south
5182,2115.0,2021-04-16,east
5183,2380.0,2021-04-16,west
5208,2375.0,2021-04-17,north
5209,2250.0,2021-04-17,south
5210,2415.0,2021-04-17,east
5211,2395.0,2021-04-17,west
5236,2005.0,2021-04-18,north
5237,2215.0,2021-04-18,south
5238,2405.0,2021-04-18,east
5239,2265.0,2021-04-18,west
5264,2160.0,2021-04-19,north
5265,2115.0,2021-04-19,south
5266,2175.0,2021-04-19,east
5267,2420.0,2021-04-19,west
5292,2290.0,2021-04-20,north
5293,2115.0,2021-04-20,south
5294,2110.0,2021-04-20,east
5295,2395.0,2021-04-20,west
5320,2400.0,2021-04-21,north
5321,2195.0,2021-04-21,south
5322,2095.0,2021-04-21,east
5323,2330.0,2021-04-21,west
5348,2235.0,2021-04-22,north
5349,2195.0,2021-04-22,south
5350,2480.0,2021-04-22,east
5351,2270.0,2021-04-22,west
5376,2280.0,2021-04-23,north
5377,2065.0,2021-04-23,south
5378,2065.0,2021-04-23,east
5379,2260.0,2021-04-23,west
5404,2440.0,2021-04-24,north
5405,2130.0,2021-04-24,south
5406,2345.0,2021-04-24,east
5407,2020.0,2021-04-24,west
5432,2275.0,2021-04-25,north
5433,2375.0,2021-04-25,south
5434,2340.0,2021-04-25,east
5435,2300.0,2021-04-25,west
5460,2260.0,2021-04-26,north
5461,2295.0,2021-04-26,south
5462,2295.0,2021-04-26,east
5463,2115.0,2021-04-26,west
5488,2095.0,2021-04-27,north
5489,2010.0,2021-04-27,south
5490,2245.0,2021-04-27,east
5491,2245.0,2021-04-27,west
5516,2385.0,2021-04-28,north
5517,2230.0,2021-04-28,south
5518,2285.0,2021-04-28,east
5519,2115.0,2021-04-28,west
5544,2150.0,2021-04-29,north
5545,2065.0,2021-04-29,south
5546,2110.0,2021-04-29,east
5547,2175.0,2021-04-29,west
5572,2320.0,2021-04-30,north
5573,2435.0,2021-04-30,south
5574,2050.0,2021-04-30,east
5575,2165.0,2021-04-30,west
5600,2460.0,2021-05-01,north
5601,2165.0,2021-05-01,south
5602,2110.0,2021-05-01,east
5603,2320.0,2021-05-01,west
5628,2305.0,2021-05-02,north
5629,2145.0,2021-05-02,south
5630,2460.0,2021-05-02,east
5631,2260.0,2021-05-02,west
5656,2355.0,2021-05-03,north
5657,2070.0,2021-05-03,south
5658,2455.0,2021-05-03,east
5659,2090.0,2021-05-03,west
5684,2270.0,2021-05-04,north
5685,2425.0,2021-05-04,south
5686,2415.0,2021-05-04,east
5687,2065.0,2021-05-04,west
5712,2315.0,2021-05-05,north
5713,2120.0,2021-05-05,south
5714,2330.0,2021-05-05,east
5715,2295.0,2021-05-05,west
5740,2120.0,2021-05-06,north
5741,2050.0,2021-05-06,south
5742,2140.0,2021-05-06,east
5743,2230.0,2021-05-06,west
5768,2090.0,2021-05-07,north
5769,2335.0,2021-05-07,south
5770,2125.0,2021-05-07,east
5771,2380.0,2021-05-07,west
5796,2090.0,2021-05-08,north
5797,2490.0,2021-05-08,south
5798,2200.0,2021-05-08,east
5799,2045.0,2021-05-08,west
5824,2140.0,2021-05-09,north
5825,2115.0,2021-05-09,south
5826,2045.0,2021-05-09,east
5827,2385.0,2021-05-09,west
5852,2250.0,2021-05-10,north
5853,2325.0,2021-05-10,south
5854,2325.0,2021-05-10,east
5855,2400.0,2021-05-10,west
5880,2120.0,2021-05-11,north
5881,2165.0,2021-05-11,south
5882,2175.0,2021-05-11,east
5883,2190.0,2021-05-11,west
5908,2155.0,2021-05-12,north
5909,2325.0,2021-05-12,south
5910,2025.0,2021-05-12,east
5911,2455.0,2021-05-12,west
5936,2330.0,2021-05-13,north
5937,2210.0,2021-05-13,south
5938,2010.0,2021-05-13,east
5939,2320.0,2021-05-13,west
5964,2135.0,2021-05-14,north
5965,2500.0,2021-05-14,south
5966,2140.0,2021-05-14,east
5967,2190.0,2021-05-14,west
5992,2240.0,2021-05-15,north
5993,2180.0,2021-05-15,south
5994,2020.0,2021-05-15,east
5995,2390.0,2021-05-15,west
6020,2375.0,2021-05-16,north
6021,2050.0,2021-05-16,south
6022,2080.0,2021-05-16,east
6023,2055.0,2021-05-16,west
6048,2020.0,2021-05-17,north
6049,2470.0,2021-05-17,south
6050,2220.0,2021-05-17,east
6051,2255.0,2021-05-17,west
6076,2185.0,2021-05-18,north
6077,2455.0,2021-05-18,south
6078,2270.0,2021-05-18,east
6079,2415.0,2021-05-18,west
6104,2400.0,2021-05-19,north
6105,2300.0,2021-05-19,south
6106,2175.0,2021-05-19,east
6107,2020.0,2021-05-19,west
6132,2195.0,2021-05-20,north
6133,2050.0,2021-05-20,south
6134,2055.0,2021-05-20,east
6135,2300.0,2021-05-20,west
6160,2480.0,2021-05-21,north
6161,2240.0,2021-05-21,south
6162,2025.0,2021-05-21,east
6163,2480.0,2021-05-21,west
6188,2430.0,2021-05-22,north
6189,2100.0,2021-05-22,south
6190,2420.0,2021-05-22,east
6191,2410.0,2021-05-22,west
6216,2155.0,2021-05-23,north
6217,2345.0,2021-05-23,south
6218,2045.0,2021-05-23,east
6219,2240.0,2021-05-23,west
6244,2390.0,2021-05-24,north
6245,2210.0,2021-05-24,south
6246,2105.0,2021-05-24,east
6247,2075.0,2021-05-24,west
6272,2020.0,2021-05-25,north
6273,2105.0,2021-05-25,south
6274,2295.0,2021-05-25,east
6275,2005.0,2021-05-25,west
6300,2475.0,2021-05-26,north
6301,2210.0,2021-05-26,south
6302,2040.0,2021-05-26,east
6303,2085.0,2021-05-26,west
6328,2080.0,2021-05-27,north
6329,2260.0,2021-05-27,south
6330,2345.0,2021-05-27,east
6331,2160.0,2021-05-27,west
6356,2205.0,2021-05-28,north
6357,2055.0,2021-05-28,south
6358,2280.0,2021-05-28,east
6359,2205.0,2021-05-28,west
6384,2150.0,2021-05-29,north
6385,2450.0,2021-05-29,south
6386,2005.0,2021-05-29,east
6387,2115.0,2021-05-29,west
6412,2380.0,2021-05-30,north
6413,2225.0,2021-05-30,south
6414,2485.0,2021-05-30,east
6415,2310.0,2021-05-30,west
6440,2395.0,2021-05-31,north
6441,2095.0,2021-05-31,south
6442,2220.0,2021-05-31,east
6443,2130.0,2021-05-31,west
6468,2140.0,2021-06-01,north
6469,2450.0,2021-06-01,south
6470,2055.0,2021-06-01,east
6471,2215.0,2021-06-01,west
6496,2015.0,2021-06-02,north
6497,2350.0,2021-06-02,south
6498,2005.0,2021-06-02,east
6499,2015.0,2021-06-02,west
6524,2375.0,2021-06-03,north
6525,2025.0,2021-06-03,south
6526,2375.0,2021-06-03,east
6527,2300.0,2021-06-03,west
6552,2405.0,2021-06-04,north
6553,2135.0,2021-06-04,south
6554,2315.0,2021-06-04,east
6555,2300.0,2021-06-04,west
6580,2425.0,2021-06-05,north
6581,2400.0,2021-06-05,south
6582,2245.0,2021-06-05,east
6583,2085.0,2021-06-05,west
6608,2020.0,2021-06-06,north
6609,2190.0,2021-06-06,south
6610,2450.0,2021-06-06,east
6611,2245.0,2021-06-06,west
6636,2390.0,2021-06-07,north
6637,2020.0,2021-06-07,south
6638,2360.0,2021-06-07,east
6639,2070.0,2021-06-07,west
6664,2290.0,2021-06-08,north
6665,2035.0,2021-06-08,south
6666,2450.0,2021-06-08,east
6667,2120.0,2021-06-08,west
6692,2480.0,2021-06-09,north
6693,2500.0,2021-06-09,south
6694,2365.0,2021-06-09,east
6695,2330.0,2021-06-09,west
6720,2280.0,2021-06-10,north
6721,2015.0,2021-06-10,south
6722,2500.0,2021-06-10,east
6723,2405.0,2021-06-10,west
6748,2385.0,2021-06-11,north
6749,2090.0,2021-06-11,south
6750,2300.0,2021-06-11,east
6751,2350.0,2021-06-11,west
6776,2095.0,2021-06-12,north
6777,2375.0,2021-06-12,south
6778,2270.0,2021-06-12,east
6779,2365.0,2021-06-12,west
6804,2205.0,2021-06-13,north
6805,2260.0,2021-06-13,south
6806,2135.0,2021-06-13,east
6807,2280.0,2021-06-13,west
6832,2485.0,2021-06-14,north
6833,2025.0,2021-06-14,south
6834,2460.0,2021-06-14,east
6835,2285.0,2021-06-14,west
6860,2090.0,2021-06-15,north
6861,2075.0,2021-06-15,south
6862,2125.0,2021-06-15,east
6863,2085.0,2021-06-15,west
6888,2410.0,2021-06-16,north
6889,2265.0,2021-06-16,south
6890,2145.0,2021-06-16,east
6891,2320.0,2021-06-16,west
6916,2260.0,2021-06-17,north
6917,2460.0,2021-06-17,south
6918,2060.0,2021-06-17,east
6919,2120.0,2021-06-17,west
6944,2325.0,2021-06-18,north
6945,2275.0,2021-06-18,south
6946,2285.0,2021-06-18,east
6947,2150.0,2021-06-18,west
6972,2160.0,2021-06-19,north
6973,2020.0,2021-06-19,south
6974,2430.0,2021-06-19,east
6975,2025.0,2021-06-19,west
7000,2280.0,2021-06-20,north
7001,2425.0,2021-06-20,south
7002,2230.0,2021-06-20,east
7003,2160.0,2021-06-20,west
7028,2360.0,2021-06-21,north
7029,2305.0,2021-06-21,south
7030,2105.0,2021-06-21,east
7031,2290.0,2021-06-21,west
7056,2280.0,2021-06-22,north
7057,2010.0,2021-06-22,south
7058,2095.0,2021-06-22,east
7059,2270.0,2021-06-22,west
7084,2080.0,2021-06-23,north
7085,2345.0,2021-06-23,south
7086,2240.0,2021-06-23,east
7087,2425.0,2021-06-23,west
7112,2390.0,2021-06-24,north
7113,2155.0,2021-06-24,south
7114,2060.0,2021-06-24,east
7115,2055.0,2021-06-24,west
7140,2140.0,2021-06-25,north
7141,2340.0,2021-06-25,south
7142,2030.0,2021-06-25,east
7143,2310.0,2021-06-25,west
7168,2065.0,2021-06-26,north
7169,2330.0,2021-06-26,south
7170,2145.0,2021-06-26,east
7171,2050.0,2021-06-26,west
7196,2095.0,2021-06-27,north
7197,2460.0,2021-06-27,south
7198,2195.0,2021-06-27,east
7199,2020.0,2021-06-27,west
7224,2185.0,2021-06-28,north
7225,2190.0,2021-06-28,south
7226,2050.0,2021-06-28,east
7227,2045.0,2021-06-28,west
7252,2155.0,2021-06-29,north
7253,2135.0,2021-06-29,south
7254,2280.0,2021-06-29,east
7255,2485.0,2021-06-29,west
7280,2040.0,2021-06-30,north
7281,2130.0,2021-06-30,south
